AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,pimg,pu,punit,r,reid,s,sq,t,tp,tunit,twn,type,unit,v
,丙種建築用地,藝術路００３５號六樓之６#藝術路３５號六樓之６,華廈(10層含以下有電梯),,50.38%,O,,120,112/06/25,有,62.12%,六層/六層,,1,935,1,1,1,24.769240366325878,120.96735810562217,有,,(總價-車位總價)/(總面積-車位總面積),親友、員工、共有人或其他特殊關係間之交易;預售屋、或土地及建物分件登記案件;,"286,433",bt_06.png,其他,1,103,,49.16,RfcQkCWEaSM8djF0uclVa/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"12,620,000",1,O01,Biz,2,1廳2衛
,丙種建築用地,明德路００５６號#明德路５６號,透天厝,,,O,,,112/06/13,無,,全/三層,,22,936,2,1,0,24.75609025475589,120.95129444510683,無,,總價/總面積,其他增建;,,bt_02.png,住商用,1,42,,59.46,DpL9PVm7Pf7gIXc2TzrNQvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,890,000",1,O01,Biz,2,16房16衛
商,,慈濟路０１３７號十六樓#慈濟路１３７號十六樓,住宅大樓(11層含以上有電梯),,47.23%,O,,,112/06/15,有,57.45%,十六層/二十四層,,2,937,1,1,1,24.791074530971173,121.01399465715167,有,,總價/總面積,,"524,965",bt_05.png,住家用,1,116,,46.86,Y0rkDVnb5lruIYH9aA3nhPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"24,600,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,金雅八街００８３號七樓之３#金雅八街８３號七樓之３,華廈(10層含以下有電梯),,40.19%,O,,,112/06/20,有,46.83%,七層/七層,,4,938,2,1,2,24.82710456977439,120.96618546536001,有,,總價/總面積,,"316,499",bt_06.png,住家用,1,49,,58.45,nQLSShfgEZFKIcZtYkVCqPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"18,500,000",1,O01,Biz,2,3房2廳2衛
商,,中山路０２３７之８號六樓#中山路２３７之８號六樓,華廈(10層含以下有電梯),,58.32%,O,,,112/06/20,有,,六層/十層,,16,939,1,1,0,24.80176924045228,120.96178092541373,有,,總價/總面積,夾層;含租約;,"475,802",bt_06.png,辦公用,1,33,,12.08,Y0gq4Op8+z3d0ItH8UR84fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,750,000",1,O01,Biz,2,1房1廳1衛
,丙種建築用地,明湖路１０５０巷０３０６號４樓#明湖路１０５０巷３０６號４樓,華廈(10層含以下有電梯),,49.61%,O,,,112/06/18,有,71.06%,四層/十層,,26,940,2,1,1,24.763761859590716,120.9776431121224,無,,總價/總面積,陽台外推;,"247,871",bt_06.png,住家用,1,165,,39.05,Ou4fHxpSjK9lXsMxBxxvzvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"9,680,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,虎林街１０７巷０１８弄００１５－０００１號４樓#虎林街１０７巷１８弄１５－１號４樓,公寓(5樓含以下無電梯),,65.88%,O,,,112/06/30,無,,四層/五層,,29,941,1,1,1,24.808641753796696,120.93964139911125,無,,總價/總面積,,"154,000",bt_01.png,住家用,1,23,,32.47,pLbqRkIhmZsZceYPqL57HvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"5,000,000",1,O01,Biz,2,3房2廳2衛
住,,金山十三街００２５號#金山十三街２５號,華廈(10層含以下有電梯),,47.44%,O,,,112/06/16,有,72.56%,一層/九層,,10,942,1,1,3,24.77674498696588,121.02284377769162,有,,總價/總面積,夾層;含租約;,"473,078",bt_06.png,商業用,1,49,,69.33,plQO0yY3k/8LfEDmBm9VFfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"32,800,000",1,O01,Biz,2,5房5廳5衛
,丙種建築用地,明湖路１０５０巷００７６號５樓#明湖路１０５０巷７６號５樓,公寓(5樓含以下無電梯),,52.04%,O,,,112/06/09,無,,五層/五層,,29,943,3,1,1,24.766136419732078,120.97788000481579,有,,總價/總面積,,"153,527",bt_01.png,住家用,1,98,,36.48,nDjJXhEN09x6K1dmfOag0/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"5,600,000",1,O01,Biz,2,3房2廳2衛
商,,中正路０９６巷０００１號九樓之９#中正路９６巷１號九樓之９,華廈(10層含以下有電梯),,55.64%,O,,,112/06/20,有,,九層/十層,,14,944,1,1,0,24.805815915353328,120.96990051208888,有,,總價/總面積,,"468,304",bt_06.png,辦公用,1,22,,11.21,/TpUe1HZ85i2Xax2ztM31PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,250,000",1,O01,Biz,2,1房1廳1衛
,乙種建築用地,東大路二段０５５５號八樓之１#東大路二段５５５號八樓之１,華廈(10層含以下有電梯),,42.88%,O,,,112/06/25,有,47.73%,八層/九層,,9,945,1,1,1,24.821586349861693,120.95921265445423,有,,總價/總面積,陽台外推;夾層;,"357,603",bt_06.png,辦公用,1,32,,24.61,/BWRPHHGgpgW2kav+a/D//PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"8,800,000",1,O01,Biz,2,3房2廳2衛
住,,田美二街００４５號２Ｆ#田美二街４５號２Ｆ,公寓(5樓含以下無電梯),,96.46%,O,,,112/06/10,無,,二層/五層,,,946,1,1,0,24.815188524354173,120.97485420528749,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"187,660",bt_01.png,住家用,1,18,,26.64,pAvs0TV1dCajQCFX09szpfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,000,000",1,O01,Biz,2,3房2廳2衛
,丙種建築用地,藝術路００２９號四樓之２#藝術路２９號四樓之２,華廈(10層含以下有電梯),,49.02%,O,,150,112/06/18,有,61.75%,四層/六層,,1,947,1,1,1,24.769240366325878,120.96735810562217,有,,(總價-車位總價)/(總面積-車位總面積),預售屋、或土地及建物分件登記案件;,"380,169",bt_06.png,其他,1,103,,45.07,NUisI3s6MCYiqOQVhLLOifPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"15,100,000",1,O01,Biz,2,1廳2衛
,丙種建築用地,明湖路１０５０巷０３８８號５樓#明湖路１０５０巷３８８號５樓,公寓(5樓含以下無電梯),,49.96%,O,,,112/06/28,無,74.18%,五層/五層,,25,948,2,1,1,24.763761859590716,120.9776431121224,無,,總價/總面積,,"160,678",bt_01.png,住家用,1,165,,36.10,jZjpAIsRo/+srcT8hdrYn/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"5,800,000",1,O01,Biz,2,2房2廳1衛
其他,,鐵道路一段０２８巷００７８號二樓#鐵道路一段２８巷７８號二樓,住宅大樓(11層含以上有電梯),,52.40%,O,,,112/06/23,有,,二層/十四層,,12,949,1,1,1,24.811388860240687,120.9851424734302,有,,總價/總面積,其他增建;,"451,964",bt_05.png,辦公用,1,137,,44.92,rvz0eGxzMyvwuRVv/aOv7fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"20,300,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,金雅三街００９１號八樓之２#金雅三街９１號八樓之２,華廈(10層含以下有電梯),,44.66%,O,,,112/06/17,有,60.67%,八層/十層,,4,950,1,1,1,24.826435925331317,120.96391025178251,有,,總價/總面積,其他增建;,"378,674",bt_06.png,住家用,1,48,,35.78,9hyOoKpHZnVVlErVX6OiqPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"13,550,000",1,O01,Biz,2,2房2廳1衛
6,,牛埔東路０２４７號４樓之９#牛埔東路２４７號４樓之９,住宅大樓(11層含以上有電梯),,67.54%,O,,80,112/06/11,有,,四層/十六層,,27,951,1,1,1,24.795895151704958,120.94431593112567,有,,總價/總面積,陽台外推;,"197,339",bt_05.png,住家用,1,60,,70.03,b+x66r2/VxWlu5S0rx9vxvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"13,820,000",1,O01,Biz,2,5房2廳2衛
住,,中央路０１５６號十樓之５#中央路１５６號十樓之５,住宅大樓(11層含以上有電梯),,51.25%,O,,,112/06/17,有,60.71%,十層/二十九層,,16,952,1,1,1,24.807468562753847,120.97208613821255,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"304,172",bt_05.png,住家用,1,54,,52.60,356IgX2Helit703aDMXHgfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,000,000",1,O01,Biz,2,2房1廳2衛
,丙種建築用地,明湖路１０５０巷０１３２號４樓#明湖路１０５０巷１３２號４樓,華廈(10層含以下有電梯),,46.36%,O,,,112/06/21,有,,四層/五層,,29,953,3,1,1,24.76546822281312,120.97731649646525,有,,總價/總面積,車位僅有使用權須定期抽籤夾層;,"248,889",bt_06.png,住家用,1,85,,28.04,2e1H0g2FrMuvstoXgKxzjPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"6,980,000",1,O01,Biz,2,3房2廳2衛
,甲種建築用地,水利路０４６巷０３１弄０００１號#水利路４６巷３１弄１號,透天厝,,,O,,,112/06/18,無,,全/四層,,28,954,1,1,1,24.8026135852049,121.00771508319136,有,,總價/總面積,其他增建部分為鐵皮屋頂增建、一樓社區空地增建、頂樓採光罩其他增建;,,bt_02.png,住家用,1,53,,65.74,sPMgQKSJO7kfPtd9lCTObvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,800,000",1,O01,Biz,2,4房2廳3衛
住,,光復路一段０４７２號３樓之６#光復路一段４７２號３樓之６,住宅大樓(11層含以上有電梯),,58.41%,O,,,112/06/26,有,,三層/十三層,,28,955,4,1,0,24.786235265023404,121.01318314796754,有,,總價/總面積,陽台外推;,"317,382",bt_05.png,其他,1,94,,23.95,MX2T5ewttus7B1dKxFZugPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,600,000",1,O01,Biz,2,2房1廳2衛
住,,德成街０４６巷００１９號三樓#德成街４６巷１９號三樓,華廈(10層含以下有電梯),,54.15%,O,,,112/06/26,有,,三層/五層,,,956,1,1,1,24.799981917553495,120.963176093302,無,,總價/總面積,"天井,花台作陽台使用陽台外推;其他增建;","449,722",bt_06.png,住家用,1,12,,31.57,HJz6axn9TdnolWJ8vlRa9fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"14,200,000",1,O01,Biz,2,3房2廳2衛
商,,龍山東路００３５號十三樓#龍山東路３５號十三樓,住宅大樓(11層含以上有電梯),,46.90%,O,,,112/06/17,有,61.39%,十三層/二十三層,,7,957,2,1,1,24.78962110350966,121.01198680344439,有,,總價/總面積,,"453,514",bt_05.png,住家用,1,68,,30.87,PFTO9IxGfre8v/6XzhsXuPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"14,000,000",1,O01,Biz,2,1房2廳1衛
住,,武陵路０８６巷００１０號八樓#武陵路８６巷１０號八樓,住宅大樓(11層含以上有電梯),,58.07%,O,,,112/06/30,有,,八層/十二層,,19,958,1,1,0,24.817579361008608,120.96601988165926,有,,總價/總面積,,"306,529",bt_05.png,住家用,1,84,,52.85,7tDX4aeci2fAoesy+3RnHvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"16,200,000",1,O01,Biz,2,3房2廳2衛
住,,東華路０００７號六樓之１０#東華路７號六樓之１０,住宅大樓(11層含以上有電梯),,46.30%,O,,,112/06/23,有,65.00%,六層/十五層,,9,959,1,1,1,24.793999439372556,120.94510801320757,有,,總價/總面積,,"331,418",bt_05.png,住家用,1,64,,39.35,Qf749EQ45oBpgUEDy+565PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"13,040,000",1,O01,Biz,2,2房2廳1衛
住,,光華街０２７巷００１３號５樓#光華街２７巷１３號５樓,公寓(5樓含以下無電梯),,78.99%,O,,,112/06/18,無,,五層/五層,,34,960,1,1,0,24.81451082462995,120.97172844609811,無,,總價/總面積,,"171,494",bt_01.png,住家用,1,32,,36.74,NXC0sfSnkA4ygWOoebqHufPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,300,000",1,O01,Biz,2,4房2廳2衛
住,,凌雲街００３２號二樓之２#凌雲街３２號二樓之２,住宅大樓(11層含以上有電梯),,56.30%,O,,,112/06/30,有,,二層/十三層,,14,961,1,1,1,24.80275991006005,120.95309619892636,有,,總價/總面積,,"274,932",bt_05.png,住家用,1,187,,63.65,TcsVS/tnHpwwa8Ocx8nJ/vPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"17,500,000",1,O01,Biz,2,4房2廳2衛
商,,民生路０１９６號十樓之１至十樓之７#民生路１９６號十樓之１至十樓之７,住宅大樓(11層含以上有電梯),,61.90%,O,,,112/06/14,有,,十層/十二層,,35,962,1,1,1,24.811468961492686,120.97626948818483,有,,總價/總面積,,"162,350",bt_05.png,商業用,1,22,,115.18,ZazyJ0599Q2wiG+FexCzhfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"18,700,000",1,O01,Biz,2,11房11衛
,丙種建築用地,香村路３００巷０２５弄００３２號#香村路３００巷２５弄３２號,透天厝,,,O,,,112/06/10,無,,全/四層,,17,963,2,1,0,24.775367118485033,120.93016408916802,有,,總價/總面積,,,bt_02.png,住家用,1,58,,46.84,XFkf7sg9IxVxJiE+wTh2qPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"10,500,000",1,O01,Biz,2,4房2廳3衛
,乙種建築用地,明湖路６５０巷００３４號#明湖路６５０巷３４號,公寓(5樓含以下無電梯),,86.34%,O,,,112/06/24,無,,一層/五層,,28,964,2,1,0,24.77315807141596,120.96418277779802,無,,總價/總面積,陽台加窗其他增建;,"214,569",bt_01.png,住家用,1,36,,20.97,h5l923VMkFnTqRqoAUMlBPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"4,500,000",1,O01,Biz,2,2房2廳1衛
住,,建中路００３７號９樓之２#建中路３７號９樓之２,住宅大樓(11層含以上有電梯),,60.20%,O,,,112/06/04,有,,九層/十二層,,25,965,1,1,1,24.80170176686549,120.99393678024126,有,,總價/總面積,,"390,516",bt_05.png,住家用,1,198,,39.31,hZ3wmO6sXRoEZvIrXiuIoPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"15,350,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,和平路２０９巷０００９號#和平路２０９巷９號,透天厝,,,O,,,112/06/27,無,,全/三層,,50,966,1,1,0,24.811355494224955,120.95418106500433,無,,總價/總面積,鐵皮屋、樓梯後方、增建套房、頂樓前方小雨棚、3間浴室增建。頂樓加蓋;其他增建;含租約;,,bt_02.png,住家用,1,8,,44.40,AD/FdmVTN90cjdgzrDTaXvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"12,000,000",1,O01,Biz,2,6房1廳6衛
住,,建功一路０１１５號１２樓#建功一路１１５號１２樓,住宅大樓(11層含以上有電梯),,61.46%,O,,,112/06/19,有,,十二層/十二層,,25,967,1,1,0,24.80170176686549,120.99393678024126,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"276,886",bt_05.png,住家用,1,198,,43.34,oJPwrhTV2kbqEpAoeT8kLfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"12,000,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,延平路一段３５７巷００１７之１號七樓#延平路一段３５７巷１７之１號七樓,華廈(10層含以下有電梯),,40.43%,O,,,112/06/30,有,,七層/七層,,5,968,1,1,1,24.80442001850651,120.9495347159468,有,,總價/總面積,陽台外推;,"326,628",bt_06.png,住家用,1,30,,45.31,c+8V2yGSvuKdXoWhz5N3nPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"14,800,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,金雅東街００３９號八樓#金雅東街３９號八樓,華廈(10層含以下有電梯),,48.45%,O,,182,112/06/06,有,59.78%,八層/十層,1,,969,1,1,1,24.826175085606504,120.9683226061126,有,,(總價-車位總價)/(總面積-車位總面積),預售屋、或土地及建物分件登記案件;,"451,593",bt_06.png,其他,1,49,,45.29,ZqAzsQBJrnstlPzz5fdtLPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"18,400,000",1,O01,Biz,2,3房2廳2衛
商,,林森路０３２０號８樓之１#林森路３２０號８樓之１,住宅大樓(11層含以上有電梯),,72.54%,O,,,112/06/15,有,,八層/十二層,,,970,1,1,0,24.79720959569006,120.9610504110049,有,,總價/總面積,,"213,954",bt_05.png,住家用,1,14,,25.91,Q1UVyMfoOILkWGfgnNHT9/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,544,000",1,O01,Biz,2,2房2廳1衛
,乙種建築用地,東大路三段０７７巷００２６之６號二樓#東大路三段７７巷２６之６號二樓,華廈(10層含以下有電梯),,67.03%,O,,,112/06/07,有,,二層/五層,,,971,1,1,0,24.831713973364273,120.95102746176732,無,,總價/總面積,,"290,086",bt_06.png,住家用,1,28,,25.16,jGzPM6hB0vU7PKQbqzWPAfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,300,000",1,O01,Biz,2,2房2廳1衛
住,,牛埔南路１４２巷０３３弄０００１號二樓#牛埔南路１４２巷３３弄１號二樓,住宅大樓(11層含以上有電梯),,52.22%,O,,,112/06/24,有,,二層/十一層,,11,972,1,1,1,24.79750022668523,120.93913247538647,有,,總價/總面積,陽台外推;,"310,093",bt_05.png,住家用,1,92,,46.76,u1M+o4EDF353Z/XIaUvXYfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"14,500,000",1,O01,Biz,2,3房2廳2衛
住,,經國路一段４５４巷００９８號#經國路一段４５４巷９８號,透天厝,,,O,,,112/06/12,無,,全/五層,,16,973,1,1,0,24.81695864912935,120.97819743540298,無,,總價/總面積,陽台外推;,,bt_02.png,住商用,1,9,,77.24,qBCizNEPWhBKvR8eOgt/ZvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"23,500,000",1,O01,Biz,2,5房2廳5衛
住,,北新街０１３１號十樓之４１#北新街１３１號十樓之４１,華廈(10層含以下有電梯),,48.83%,O,,,112/06/28,有,,十層/十層,,14,974,2,1,1,24.80313081621968,120.95549961400923,有,,總價/總面積,陽台外推;夾層;,"433,739",bt_06.png,辦公用,1,51,,17.06,CjdB8n61+UWUVv7BSAJyivPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"7,400,000",1,O01,Biz,2,2房1廳1衛
住,,龍山東一街００７８號二十三樓#龍山東一街７８號二十三樓,住宅大樓(11層含以上有電梯),,42.44%,O,,,112/06/11,有,60.22%,二十三層/二十三層,,8,975,1,1,2,24.787716078422623,121.01168003192997,有,,總價/總面積,,"471,170",bt_05.png,住家用,1,61,,68.45,h4Y1LO++JZrQ12upvBAdwvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"32,250,000",1,O01,Biz,2,3房2廳2衛
商,,榮濱路０００９號六樓之９#榮濱路９號六樓之９,住宅大樓(11層含以上有電梯),,41.50%,O,,,112/06/14,有,62.67%,六層/十二層,,1,976,1,1,1,24.84034570536827,120.92947466081094,有,,總價/總面積,,"301,792",bt_05.png,住家用,1,38,,37.38,FDtjlqjA8z6YWL+o+Gkn6fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"11,280,000",1,O01,Biz,2,2房2廳1衛
住,,榮濱南路０７２巷００２２號十五樓之１#榮濱南路７２巷２２號十五樓之１,住宅大樓(11層含以上有電梯),,43.78%,O,,,112/06/12,有,63.41%,十五層/十五層,,4,977,1,1,1,24.833564145121464,120.92717329770068,有,,總價/總面積,,"232,932",bt_05.png,住家用,1,47,,43.36,XeT1Em+7kqUoFIs2ZA2tCfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"10,100,000",1,O01,Biz,2,2房2廳1衛
住,,天府路一段０４９７號#天府路一段４９７號,住宅大樓(11層含以上有電梯),,61.63%,O,,,112/06/24,有,,一層/十四層,,15,978,1,1,0,24.838965774314328,120.93259205731428,有,,總價/總面積,其他增建;,"269,002",bt_05.png,住家用,1,76,,30.48,3w3UnWGaeSY9SxIDLxPXCfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"8,200,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,東大路三段０７７巷００２６之３號三樓#東大路三段７７巷２６之３號三樓,華廈(10層含以下有電梯),,70.76%,O,,,112/06/25,有,,三層/五層,,,979,1,1,0,24.831713973364273,120.95102746176732,無,,總價/總面積,,"305,256",bt_06.png,住家用,1,28,,24.21,Fwf6quxSMnCgszm2QSzCq/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,390,000",1,O01,Biz,2,2房2廳1衛
,乙種建築用地,東大路三段０７７巷００２６之１號二樓#東大路三段７７巷２６之１號二樓,華廈(10層含以下有電梯),,68.00%,O,,,112/06/19,有,,二層/五層,,,980,1,1,0,24.831713973364273,120.95102746176732,無,,總價/總面積,,"298,185",bt_06.png,住家用,1,28,,24.48,2mLNnbCF2YBOzcqQ+wEe0PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,300,000",1,O01,Biz,2,2房2廳1衛
,乙種建築用地,東大路三段０７７巷００２６之２號二樓#東大路三段７７巷２６之２號二樓,華廈(10層含以下有電梯),,68.22%,O,,,112/06/11,有,,二層/五層,,,981,1,1,0,24.831713973364273,120.95102746176732,無,,總價/總面積,,"294,152",bt_06.png,住家用,1,28,,24.82,xTYic0xmG3nQMCqxKIuzIvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,300,000",1,O01,Biz,2,2房2廳1衛
住,,北新街０１３１號六樓之２９#北新街１３１號六樓之２９,華廈(10層含以下有電梯),,42.62%,O,,,112/06/10,有,,六層/十層,,14,982,2,1,1,24.80313081621968,120.95549961400923,有,,總價/總面積,夾層;,"418,777",bt_06.png,辦公用,1,51,,19.58,wvB9+jvNOrlTTBwzNyof5fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"8,200,000",1,O01,Biz,2,3房2廳1衛
住,,湳雅街０２４３之１號#湳雅街２４３之１號,公寓(5樓含以下無電梯),,79.48%,O,,,112/06/28,無,,"一層,二層/五層",,27,983,3,1,0,24.82158075376051,120.97476388131223,無,,總價/總面積,,"315,537",bt_01.png,住商用,1,15,,43.42,moLSXrmodRYx9lAgq+1YNfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"13,700,000",1,O01,Biz,2,2房2廳2衛
住,,經國路三段０９２巷０００８號#經國路三段９２巷８號,住宅大樓(11層含以上有電梯),,49.37%,O,,,112/06/19,有,69.48%,"一層,見其他登記事項/十五層",,10,984,1,1,2,24.798290509675674,120.95235607114874,有,,總價/總面積,夾層;,"381,709",bt_05.png,商業用,1,93,,57.64,2djvk31/Kk40Eo3CQqNIk/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"22,000,000",1,O01,Biz,2,1房1廳2衛
